Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49,Attr50,Attr51,Attr52,Attr53,Attr54,Attr55,Attr56,Attr57,Attr58,Attr59,Attr60,Class
0.0144,0.074,0.044399999999999995,0.026399999999999996,0.008,0.054,0.444,0.107,0.342,0.2724,0.317,0.576,0.266,0.231,0.189,0.179,0.23,1.116,0.622,0.8712,0.793,0.804,0.807,0.917,4.665,1.1472,1.2,1.1784,8.68,0.638,0.4,0.648,0.284,0.241,0.2784,0.126,0.069,0.252,0.17279999999999998,0.148,0.264,0.282,1.48,0.174,0.1872,0.495,0.118,0.36,0.032,0.006,0.02,0.0168,0.01,0.012,0.003,0.006,0.0048,0.004,0.012,0.004,0
0.04,0.0144,0.076,0.0156,0.108,0.10439999999999999,0.408,0.085,0.1368,0.21,0.264,0.272,0.21,0.173,0.408,0.179,0.132,0.678,0.236,0.3732,0.4692,0.4356,0.481,0.653,3.905,1.008,0.918,0.977,4.47,0.702,0.65,0.507,0.39,0.301,0.312,0.1176,0.22,0.672,0.274,0.215,1.22,0.945,1.055,0.099,0.07079999999999999,0.6983999999999999,0.194,0.648,0.034,0.021599999999999998,0.021,0.013,0.009,0.005,0.004,0.004,0.003,0.004,0.001,0.004,0
0.0156,0.001,0.009,0.0552,0.0624,0.078,0.744,0.094,0.171,0.148,0.153,0.11,0.089,0.1488,0.12,0.114,0.214,1.704,0.364,0.543,0.667,0.798,0.927,1.806,4.595,1.0,0.982,0.909,4.09,0.696,0.708,0.545,0.514,0.539,0.553,0.6384,0.483,1.137,0.183,0.175,0.84,0.201,0.305,0.045599999999999995,0.106,0.1008,0.018,0.066,0.014,0.0144,0.018,0.008,0.004,0.002,0.001,0.004,0.008,0.002,0.002,0.002,1
0.044399999999999995,0.028,0.023,0.026399999999999996,0.018,0.073,0.672,0.103,0.099,0.08,0.1872,0.3072,0.3144,0.118,0.06,0.156,0.224,1.2924,0.358,0.326,0.608,0.699,0.839,0.855,3.855,0.622,0.574,0.88,2.03,0.5292,0.513,0.596,0.727,0.7848,0.59,0.539,0.49,1.224,0.828,0.72,7.2,1.989,3.145,0.409,0.321,0.756,0.148,0.495,0.032,0.027,0.007,0.001,0.0048,0.002,0.002,0.007,0.01,0.005,0.008,0.006,1
0.026,0.017,0.018,0.036,0.044,0.074,0.384,0.046,0.037,0.15,0.24,0.232,0.3024,0.147,0.067,0.11,0.282,0.984,0.442,1.034,0.651,0.779,0.798,0.779,8.59,0.932,1.89,0.864,7.22,0.485,0.136,0.295,0.472,0.604,0.808,0.987,1.056,3.846,0.428,0.27,1.32,1.002,2.6039999999999996,0.454,0.4752,0.756,0.216,0.185,0.0348,0.012,0.005,0.009,0.006,0.005,0.002,0.001,0.0048,0.0024,0.003,0.004,0
0.086,0.045,0.038,0.024,0.038,0.106,0.856,0.311,0.34079999999999994,0.275,0.271,0.11399999999999999,0.12239999999999998,0.452,0.8088000000000001,0.67,0.707,2.0268,0.4536,0.272,0.636,1.54,0.864,0.93,4.685,0.625,0.602,0.681,2.525,0.578,0.95,0.48,0.278,0.24,0.636,0.8892,0.778,1.5912,0.17039999999999997,0.351,2.688,1.263,1.525,0.224,0.3132,0.84,0.239,1.212,0.1596,0.072,0.0156,0.034,0.0168,0.008,0.0048,0.005,0.0312,0.012,0.0048,0.004,1
0.03,0.062,0.065,0.092,0.162,0.229,0.872,0.203,0.1752,0.085,0.248,0.364,0.278,0.283,0.324,0.5207999999999999,0.564,1.368,0.435,1.286,0.393,0.2388,0.354,0.916,4.685,0.462,0.277,0.661,4.015,0.42,0.6228,0.696,0.6948,0.889,0.786,0.713,0.762,1.32,0.301,0.316,1.405,1.044,0.318,0.187,0.155,0.489,0.125,0.375,0.054,0.0072,0.015,0.003,0.015,0.0084,0.021,0.008,0.015,0.01,0.02,0.007,1
0.01,0.038,0.016,0.049,0.1008,0.101,0.652,0.24839999999999998,0.27,0.299,0.648,0.356,0.474,0.52,0.695,1.694,1.0,3.3407999999999998,0.851,0.9612,1.628,1.0584,0.73,0.611,4.296,1.0151999999999999,0.632,0.5771999999999999,3.145,0.715,0.6,0.424,0.411,0.4788,0.173,0.198,0.2844,0.402,0.316,0.315,1.182,1.23,0.762,0.113,0.195,1.32,0.193,0.75,0.077,0.024,0.012,0.013,0.014,0.0096,0.008,0.006,0.008,0.002,0.005,0.002,1
0.065,0.065,0.148,0.113,0.248,0.126,0.72,0.1188,0.246,0.342,0.213,0.138,0.403,0.568,0.24,0.433,1.19,1.731,0.818,1.0608,0.525,0.7644,0.838,1.34,4.656,0.875,0.83,0.69,1.685,0.64,0.8567999999999999,0.82,0.7992,1.05,0.592,0.07,0.1164,1.182,0.603,0.352,1.96,1.443,2.3,0.416,0.544,1.695,0.32,1.24,0.156,0.0984,0.024,0.021,0.072,0.024,0.045,0.039,0.036,0.044,0.024,0.01,0
0.031,0.0588,0.069,0.083,0.008,0.02,0.392,0.204,0.2424,0.077,0.21239999999999998,0.512,0.3372,0.272,0.323,0.346,1.08,4.746,0.906,1.044,0.767,0.296,0.415,0.7248,1.59,0.348,0.616,0.805,3.145,0.5,0.583,0.7992,0.824,0.1512,0.498,0.468,0.538,0.945,0.214,0.185,0.84,0.699,0.612,0.071,0.062,0.468,0.152,0.42,0.059,0.007,0.018,0.009,0.003,0.013,0.019,0.01,0.023,0.018,0.006,0.004,1
0.137,0.123,0.138,0.148,0.178,0.143,1.416,0.2592,0.163,0.207,0.5112,0.548,0.713,0.7,0.678,0.9528,0.938,2.676,0.915,1.566,0.796,0.798,0.772,0.7944,2.43,0.6684,0.47,0.564,2.7119999999999997,0.337,0.268,0.234,0.61,0.302,0.275,0.208,0.21119999999999997,0.948,0.36,0.32880000000000004,0.78,0.738,1.7,0.175,0.136,0.3816,0.064,0.318,0.053,0.027,0.017,0.012,0.013,0.0408,0.006,0.0084,0.002,0.008,0.015,0.005,0
0.007,0.006,0.009,0.006,0.042,0.172,0.472,0.1,0.396,0.232,0.247,0.288,0.213,0.071,0.119,0.3372,0.422,1.584,1.172,0.738,0.81,1.574,1.794,1.966,5.0,0.846,1.212,0.304,0.07,0.253,0.434,0.492,1.082,0.7152,1.05,0.378,0.237,0.6192,0.376,0.325,1.29,0.8712,1.355,0.232,0.344,0.438,0.118,0.435,0.039,0.013,0.018,0.008,0.007,0.008,0.003,0.006,0.0048,0.004,0.001,0.008,0
0.029,0.048,0.077,0.0972,0.052,0.105,0.056,0.067,0.129,0.115,0.094,0.079,0.025,0.119,0.1248,0.205,0.156,0.807,0.378,0.4824,0.347,0.14,0.121,0.33959999999999996,0.75,0.263,0.447,0.752,4.52,0.781,0.477,0.248,0.537,0.7535999999999999,0.365,0.5484,0.636,2.3292,0.552,0.65,1.3739999999999999,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072,0.024,0.024,0.01,0.014,0.016,0.0096,0.014,0.011,1
0.021,0.019,0.041,0.032,0.084,0.158,0.6911999999999999,0.14,0.305,0.391,0.35,0.367,0.394,0.331,0.666,0.3,0.232,0.414,0.69,0.5316,0.489,0.4416,0.438,0.5831999999999999,3.105,0.726,0.662,0.9228,3.99,0.858,0.927,0.701,0.582,0.341,0.141,0.115,0.143,0.546,0.36,0.553,2.995,1.524,2.755,0.503,0.703,3.54,0.814,1.38,0.158,0.051,0.005,0.008,0.02,0.01,0.0048,0.0036,0.0072,0.009,0.007,0.004,0
0.037,0.028,0.01,0.057,0.076,0.068,0.4656,0.147,0.216,0.254,0.294,0.35279999999999995,0.266,0.319,0.279,0.3036,0.198,0.579,0.283,0.648,0.42,0.332,0.422,0.477,2.405,0.632,0.833,0.946,6.0,0.842,1.104,0.576,0.624,0.397,0.388,0.152,0.201,0.522,0.103,0.2688,1.86,1.335,2.364,0.2436,0.201,0.657,0.184,0.74,0.1164,0.022,0.018,0.01,0.002,0.002,0.006,0.009,0.001,0.009,0.011,0.005,0
0.009,0.027,0.025,0.024,0.022,0.084,0.596,0.122,0.157,0.212,0.3,0.309,0.274,0.255,0.187,0.145,0.146,0.729,0.326,0.4416,0.4032,0.31,0.391,0.528,3.205,0.9252,0.875,1.0,4.905,0.697,0.497,0.6023999999999999,0.536,0.384,0.185,0.138,0.157,0.393,0.158,0.263,1.55,1.353,1.89,0.127,0.146,0.327,0.148,0.69,0.08639999999999999,0.021599999999999998,0.02,0.012,0.01,0.009,0.0024,0.004,0.002,0.0084,0.006,0.0024,0
0.02,0.021,0.006,0.019,0.032,0.057,0.4,0.0804,0.0828,0.024,0.073,0.064,0.3,0.77,0.954,0.552,0.318,1.4976,0.643,1.0,1.0355999999999999,0.521,0.316,0.595,3.865,0.604,0.5256,0.549,2.832,0.624,0.77,0.1908,0.389,0.529,0.35,0.448,0.4848,1.509,0.7776,0.549,1.775,0.7308,0.94,0.084,0.132,0.477,0.112,0.372,0.034,0.037,0.026,0.0192,0.007,0.027,0.02,0.018,0.01,0.012,0.002,0.005,1
0.03,0.081,0.051,0.048,0.172,0.4584,1.492,0.4296,0.686,0.22,0.265,0.322,0.558,0.692,0.794,0.715,0.702,0.603,0.268,0.43,0.6336,0.349,0.143,0.654,3.17,0.771,0.8208000000000001,0.802,8.07,0.831,0.779,0.505,0.1692,0.277,1.016,0.479,0.1632,0.828,0.279,0.766,1.758,0.348,0.85,0.258,0.10919999999999999,0.48,0.057,0.1,0.011,0.018,0.008,0.021599999999999998,0.007,0.008,0.004,0.0144,0.006,0.004,0.0096,0.005,1
0.016,0.063,0.074,0.0732,0.0276,0.105,0.536,0.064,0.152,0.078,0.179,0.536,0.179,0.1248,0.198,0.323,0.375,0.777,0.4416,0.351,0.561,0.523,0.547,0.695,3.175,0.676,0.85,0.802,3.28,0.859,0.7992,0.537,0.312,0.376,0.56,0.088,0.39840000000000003,1.272,0.18,0.374,2.315,0.483,1.245,0.32,0.226,0.414,0.096,0.47,0.082,0.017,0.0288,0.026,0.014,0.0276,0.038,0.021599999999999998,0.011,0.009,0.0096,0.022,0
0.039,0.042,0.045,0.055,0.072,0.142,0.384,0.08,0.162,0.256,0.308,0.34,0.34,0.79,0.67,0.225,0.418,0.81,0.338,0.458,0.647,0.671,1.402,0.762,3.87,0.8124,1.474,0.783,4.81,1.0,0.9708,0.556,0.541,0.499,0.311,0.29,0.224,0.34559999999999996,0.229,0.323,1.725,1.164,1.944,0.093,0.117,0.342,0.0924,0.485,0.059,0.005,0.012,0.015,0.004,0.011,0.003,0.0072,0.01,0.014,0.01,0.009,0
0.06359999999999999,0.088,0.2,0.52,0.3864,0.225,0.248,0.2748,0.095,0.074,0.1932,0.223,0.27,0.4032,0.5124,0.414,0.6791999999999999,2.076,1.026,0.923,1.1004,1.0,0.953,1.82,4.17,0.846,0.7836,0.448,1.23,0.202,0.174,0.099,0.1812,0.239,0.443,0.502,0.444,1.371,0.393,0.29,2.046,1.497,1.815,0.139,0.216,0.39,0.052,0.41,0.047,0.011,0.036,0.024,0.02,0.0312,0.008,0.03,0.017,0.018,0.026,0.006,0
0.0252,0.054,0.033,0.082,0.074,0.032,0.368,0.107,0.155,0.123,0.18,0.2148,0.125,0.258,0.337,0.399,0.165,0.681,0.322,0.536,0.816,1.0,0.87,0.689,3.15,0.574,0.6851999999999999,1.196,2.15,0.24719999999999998,0.1,0.225,0.231,0.398,0.39840000000000003,0.173,0.17159999999999997,0.651,0.197,0.214,2.202,0.606,0.39,0.092,0.239,1.02,0.259,0.55,0.091,0.046,0.017,0.003,0.01,0.022799999999999997,0.01,0.024,0.004,0.009,0.007,0.01,0
0.026,0.008,0.019,0.014,0.044,0.067,0.244,0.013,0.108,0.1104,0.144,0.148,0.418,0.256,0.312,0.198,0.239,0.939,0.408,0.906,0.489,0.567,0.623,0.674,4.14,1.0584,1.104,0.896,3.775,0.674,0.646,0.501,0.366,0.23,0.272,0.424,0.24,1.602,0.34319999999999995,0.412,0.83,0.789,1.5299999999999998,0.17,0.147,0.387,0.11159999999999999,0.36,0.032,0.026,0.014,0.0048,0.003,0.002,0.002,0.005,0.014,0.014,0.003,0.0072,1
0.013,0.007,0.031,0.031,0.008,0.077,0.308,0.064,0.073,0.09,0.075,0.1008,0.246,0.162,0.232,0.293,0.4236,1.098,0.322,0.37079999999999996,0.408,0.428,0.5592,0.596,3.475,0.839,1.776,0.768,1.655,0.342,0.492,0.5508,0.303,0.874,0.6216,0.512,0.475,1.47,0.46,0.446,2.1,0.861,1.15,0.11399999999999999,0.01,0.159,0.038,0.055,0.011,0.008,0.011,0.0072,0.0036,0.004,0.0096,0.008,0.006,0.001,0.006,0.004,1
0.0192,0.025,0.026,0.078,0.064,0.047,0.424,0.1668,0.06,0.1596,0.594,0.475,1.136,0.569,0.642,0.749,0.9,3.0,0.969,0.903,1.536,0.7,0.664,0.7152,1.855,0.092,0.096,0.088,0.52,0.20520000000000002,0.326,0.5532,0.394,0.505,0.483,0.351,0.2784,1.4508,0.368,0.151,0.444,0.84,0.775,0.045599999999999995,0.064,0.132,0.026,0.11,0.022799999999999997,0.008,0.014,0.007,0.016,0.0276,0.02,0.007,0.004,0.02,0.005,0.002,0
0.043,0.108,0.083,0.081,0.016,0.028,0.228,0.206,0.4668,0.8532,0.734,0.503,0.3,0.195,0.277,0.374,0.251,0.9036,0.329,0.487,0.653,1.014,0.974,1.0,3.33,0.532,0.804,0.344,2.12,0.5015999999999999,0.439,0.116,0.434,0.655,0.617,0.437,0.412,1.092,0.457,0.874,1.776,1.293,2.08,0.182,0.149,0.042,0.116,1.2299999999999998,0.107,0.02,0.021,0.036,0.02,0.021,0.0168,0.005,0.003,0.016,0.006,0.002,0
0.059,0.121,0.127,0.15,0.144,0.0672,0.39840000000000003,0.067,0.137,0.235,0.642,0.426,0.52,0.491,0.595,0.8664,1.0848,3.2796,0.872,0.9228,1.466,0.522,0.31,0.317,1.135,0.1968,0.175,0.184,1.2299999999999998,0.167,0.33240000000000003,0.31,0.34,0.888,1.01,0.281,0.168,0.789,0.32,0.193,0.465,0.132,0.39,0.072,0.04,0.165,0.108,0.57,0.077,0.0312,0.022,0.0396,0.013199999999999998,0.009,0.016,0.012,0.004,0.01,0.023,0.0144,0
0.02,0.04,0.068,0.0828,0.089,0.093,0.768,0.428,0.255,0.295,0.402,0.618,0.49,0.826,0.358,0.345,0.3684,0.882,0.435,0.726,0.815,1.62,0.666,0.696,3.875,0.869,1.2,0.994,4.395,0.648,0.7055999999999999,0.641,0.497,0.552,0.06,0.336,0.317,2.478,1.256,0.498,1.305,1.41,4.81,0.5903999999999999,0.529,0.666,0.168,1.89,0.095,0.026,0.062,0.024,0.016,0.028,0.017,0.001,0.011,0.004,0.004,0.002,0
0.033,0.022,0.039,0.126,0.116,0.148,0.82,0.16,0.3036,0.3204,0.306,0.632,0.231,0.414,0.36,0.281,0.442,3.57,0.792,0.584,0.454,0.479,0.565,0.6336,3.56,1.0,1.1472,0.7308,5.11,0.48,0.048,0.185,0.219,0.144,0.176,0.143,0.164,1.1124,0.365,0.444,1.93,1.0115999999999998,0.62,0.11399999999999999,0.12,0.29519999999999996,0.062,0.07,0.011,0.012,0.01,0.02,0.015,0.006,0.002,0.006,0.0024,0.004,0.005,0.007,0
0.029,0.045599999999999995,0.0312,0.006,0.013,0.061,0.36,0.111,0.097,0.09,0.053,0.121,0.21119999999999997,0.24479999999999996,0.3276,0.232,0.268,0.879,0.33,0.491,0.54,0.626,0.683,0.753,4.25,0.894,0.993,0.913,7.08,0.7584,0.613,0.464,0.28,0.172,0.332,0.256,0.548,0.963,0.272,0.2256,0.775,0.756,1.06,0.18,0.294,0.24479999999999996,0.218,0.46,0.048,0.009,0.008,0.006,0.007,0.011,0.005,0.01,0.0048,0.006,0.005,0.009,1
0.012,0.031,0.0204,0.0372,0.043199999999999995,0.012,0.072,0.058,0.224,0.084,0.066,0.085,0.203,0.3072,0.2244,0.203,0.1752,1.026,0.6983999999999999,0.9276,0.785,0.852,0.531,0.365,2.985,1.656,1.0,1.734,3.15,0.5508,0.394,0.3096,0.282,0.264,0.276,0.27,0.399,2.748,0.394,0.252,0.89,0.486,0.312,0.034,0.10679999999999999,0.258,0.087,0.22,0.013,0.022,0.019,0.026,0.026,0.022,0.014,0.012,0.0036,0.009,0.001,0.004,1
0.009,0.012,0.05,0.049,0.24,0.159,0.6672,0.1188,0.096,0.22799999999999998,0.22799999999999998,0.51,0.407,0.299,0.348,0.6396000000000001,0.402,0.5651999999999999,0.302,0.391,0.354,0.444,0.641,0.92,3.005,1.0428,0.834,0.767,2.54,0.462,0.538,0.538,0.384,0.36,0.888,0.776,0.386,0.201,0.4416,0.611,3.51,0.693,1.1,0.305,0.194,0.471,0.048,0.27,0.015,0.007,0.019,0.0072,0.012,0.022799999999999997,0.0096,0.018,0.0192,0.005,0.022799999999999997,0.01,1
0.021599999999999998,0.015,0.0036,0.0168,0.0504,0.0564,0.144,0.074,0.14,0.104,0.09,0.067,0.1,0.106,0.042,0.123,0.163,2.19,0.326,0.6,0.211,0.21,0.208,0.2736,0.375,0.2364,0.409,0.7656,4.782,0.751,0.552,0.2652,0.5604,0.896,0.23,0.648,0.448,1.674,0.652,0.535,1.24,0.681,0.895,0.09,0.054,0.111,0.099,0.576,0.032,0.014,0.008,0.022,0.0312,0.014,0.023,0.0048,0.0024,0.01,0.010799999999999999,0.008,1
0.026,0.027,0.022,0.075,0.1632,0.151,0.6336,0.165,0.186,0.201,0.289,0.365,0.351,0.35,0.5184,0.54,0.624,2.064,0.733,0.811,0.84,0.863,0.875,0.961,4.86,0.912,0.858,0.88,3.86,0.6851999999999999,0.426,0.34319999999999995,0.311,0.24839999999999998,0.116,0.018,0.13,0.744,0.164,0.11,1.07,0.609,0.945,0.137,0.276,0.093,0.037,0.305,0.04,0.017,0.014,0.026399999999999996,0.018,0.013,0.002,0.012,0.005,0.002,0.003,0.002,0
0.027,0.045599999999999995,0.049,0.10200000000000001,0.1356,0.11,0.54,0.234,0.311,0.8,0.4728,0.662,0.293,0.176,0.20879999999999999,0.24479999999999996,0.209,0.9648,0.243,0.2208,0.336,0.617,0.802,0.831,4.22,0.849,1.1004,1.0,3.95,0.537,0.647,1.3,0.496,0.218,0.099,0.043,0.20520000000000002,0.594,0.188,0.222,1.7,0.174,0.32,0.1668,0.064,0.174,0.064,0.52,0.073,0.0336,0.015,0.010799999999999999,0.004,0.004,0.008,0.01,0.005,0.006,0.0072,0.01,0
0.026,0.036,0.014,0.027,0.021,0.034,0.3168,0.14,0.184,0.235,0.272,0.2928,0.166,0.034,0.13,0.171,0.218,0.954,0.371,0.455,0.57,0.74,0.806,0.884,4.715,1.0,0.938,0.76,3.56,0.836,0.762,0.457,0.172,0.155,0.1968,0.187,0.3192,0.513,0.096,0.077,0.425,0.7488,1.25,0.186,0.288,0.5292,0.1188,0.024,0.015,0.024,0.018,0.015,0.013,0.006,0.0048,0.0072,0.004,0.0048,0.0072,0.012,0
0.023,0.039,0.084,0.055,0.099,0.152,0.668,0.151,0.172,0.416,0.124,0.024,0.177,0.312,0.499,0.671,0.766,2.544,0.98,1.0,1.2,0.999,1.0884,0.68,3.0599999999999996,0.472,0.498,0.62,3.585,0.632,0.355,0.29,0.5184,0.379,0.242,0.094,0.035,0.3024,0.044,0.1356,1.02,0.582,0.415,0.15,0.336,0.318,0.111,0.425,0.06,0.04,0.007,0.012,0.006,0.0036,0.002,0.006,0.008,0.01,0.0096,0.001,0
0.024,0.084,0.055,0.078,0.0744,0.087,0.48,0.3252,0.121,0.056,0.225,0.3144,0.177,0.371,0.453,0.666,0.462,1.14,0.345,0.532,0.24,0.113,0.256,0.6204,1.89,0.4895999999999999,0.535,0.512,2.27,0.426,0.387,0.4728,0.466,0.397,0.2628,0.182,0.12239999999999998,0.633,0.325,0.444,2.91,0.903,1.28,0.386,0.206,0.525,0.084,1.04,0.064,0.015,0.008,0.019,0.036,0.032,0.029,0.018,0.024,0.044,0.022799999999999997,0.01,0
0.002,0.022799999999999997,0.029,0.02,0.052,0.082,0.4,0.012,0.117,0.17759999999999998,0.212,0.516,0.235,0.1596,0.009,0.195,0.368,1.395,0.6504,0.626,0.742,0.826,0.861,0.84,8.95,0.994,1.0,0.965,4.375,0.626,0.218,0.294,0.43679999999999997,0.501,0.784,1.872,0.82,1.863,0.5412,0.3,1.6019999999999999,0.672,1.57,0.369,0.598,0.669,0.17,0.18,0.029,0.012,0.004,0.011,0.016,0.018,0.004,0.006,0.001,0.001,0.003,0.006,0
0.044,0.045,0.0288,0.101,0.225,0.3132,0.824,0.2004,0.18,0.308,0.379,0.536,0.617,0.9408,1.0068,0.902,1.0,5.346,0.875,1.578,0.716,1.516,0.637,0.321,1.04,0.228,0.331,0.285,1.17,0.334,0.102,0.136,0.221,0.112,0.2016,0.104,0.256,1.572,0.448,0.118,1.1,0.849,1.19,0.026,0.197,0.444,0.05159999999999999,0.315,0.051,0.047,0.03,0.027,0.02,0.028,0.018,0.006,0.004,0.012,0.015,0.01,0
0.041,0.065,0.04,0.072,0.05,0.21839999999999998,0.944,0.102,0.116,0.218,0.246,0.3996,0.618,0.522,0.3876,0.373,0.42,1.608,0.8472,0.82,0.884,0.83,0.761,0.9119999999999999,8.37,1.068,0.765,0.59,1.52,0.082,0.33480000000000004,1.448,0.9636,0.966,0.768,0.8964,0.625,0.519,0.292,0.5,3.1319999999999997,1.446,2.0,0.388,0.165,0.1584,0.0792,0.21,0.0576,0.024,0.014,0.006,0.013,0.021599999999999998,0.007,0.02,0.024,0.02,0.007,0.0072,1
0.131,0.234,0.306,0.426,0.4812,0.358,0.74,0.006,0.193,0.223,0.291,0.452,0.37679999999999997,0.33,0.4392,0.396,0.439,2.802,0.526,0.748,0.224,0.197,0.434,0.653,2.535,0.336,0.4992,0.595,2.62,0.418,0.371,0.28559999999999997,0.086,0.144,0.29,0.458,0.372,1.011,0.38,0.418,1.8,0.813,1.65,0.39,0.281,0.675,0.192,0.8999999999999999,0.066,0.019,0.016,0.036,0.021,0.015,0.018,0.0012,0.022,0.013,0.018,0.023,0
0.010799999999999999,0.021,0.021,0.05,0.066,0.08,0.4656,0.087,0.074,0.084,0.158,0.108,0.031,0.22319999999999998,0.297,0.2436,0.126,0.996,0.19920000000000002,0.209,0.231,0.446,0.663,0.693,3.83,0.9851999999999999,0.705,0.9072,4.481999999999999,0.639,0.485,0.3996,0.536,1.0488,1.0284,0.672,0.345,0.945,0.27,0.26,2.74,1.2924,2.19,0.246,0.152,0.057,0.08,0.375,0.037,0.0192,0.03,0.011,0.011,0.01,0.003,0.01,0.012,0.0048,0.0084,0.011,1
0.044,0.012,0.017,0.015,0.061,0.103,0.456,0.088,0.1392,0.087,0.156,0.078,0.12,0.092,0.066,0.226,0.174,0.9252,0.329,0.391,0.544,0.612,0.702,0.761,3.985,1.82,0.881,0.795,3.995,0.718,0.641,0.631,0.593,0.7404,0.78,0.676,0.625,1.536,0.4668,0.327,1.255,0.459,0.66,0.166,0.122,0.294,0.054,0.135,0.036,0.018,0.0024,0.005,0.005,0.01,0.013,0.012,0.005,0.002,0.002,0.002,1
0.0624,0.055,0.084,0.032,0.116,0.092,0.412,0.0732,0.146,0.284,0.56,0.618,0.266,0.76,0.563,0.438,0.262,0.432,0.668,0.94,0.783,0.535,0.681,0.917,3.805,0.822,0.887,0.7308,1.782,0.11,0.1584,0.062,0.099,0.401,0.367,0.105,0.192,1.179,0.429,0.51,0.575,0.792,0.94,0.144,0.258,1.416,0.112,0.15,0.0336,0.018,0.01,0.008,0.0144,0.004,0.012,0.01,0.008,0.006,0.005,0.01,1
